,text,percent_price
0," Goal of the vote

0x Labs would like to gather signal from the community on whether or not there is support for onchain governance as proposed in ZEIP95httpsgithubcom0xProjectZEIPsissues95

 Scope

The forum discussion on this topic can be found at httpsgov0xorgtzeip95migrating0xprotocoltoonchaingovernanceprocess3513httpsgov0xorgtzeip95migrating0xprotocoltoonchaingovernanceprocess3513

As described in the forum discussion there would be a threestep process to the full transition to a new governance mechanism

1 Deployment of the new governance smart contracts for initial calibration and testing
2 Migration period ZRX holders can start registering to the new system
3 Vote to switch governance systems 0x is fully controlled by new smart contracts

This snapshot vote will only give signal on the communitys sentiment with step 1 

If sentiment is favorable 0x Labs will continue to develop and deploy the system of smart contracts that define a new governance mechanism  the technical implementation can be found open sourced herehttpsgithubcom0xProjectZEIPsissues95

A subsequent vote ZEIP95 will be required to officially switch ownership of the exchangeProxy contract to a new governance mechanism completing the transition

 Do you support the continued development and deployment of the proposed technical implementation for an onchain governance system",73.66447985004685
1," Goal of Vote

This snapshot vote is to gauge community sentiment regarding the Paperclip Labs 0x Community Subgraph grant proposal The grant application and forum discussion can be found at httpsforum0xprotocolorgtgrantrequest0xcommunitysubgraph3710

 Action Proposed
Award 32k to Paperclip Labs

 Snapshot Vote

FOR  proposal should move forward to an onchain vote 
AGAINST  proposal should not move forward at this time
ABSTAIN  voter has conflict of interest or other factor affecting vote",109.07095830285299
2," Goal of Vote
This snapshot vote is to gauge community sentiment regarding the 31Third grant proposal to resource the development of Milestone 2 for the BundleSwapFeature BSF The pZEIP details and forum discussion can be found at

pZEIP1_M2 Github 
httpsgithubcomZRXPathwayspZEIPsblobmainpZEIPs1_BUNDLE_SWAP_FEATUREMILESTONE_2md

Forum discussion 
httpsforum0xprotocolorgtgrantrequestpzeip1m2bundleswapfeature31third3776

 Action Proposed
Award 25k to 31Third

 Snapshot Vote
FOR  proposal should move forward to an onchain vote
AGAINST  proposal should not move forward at this time
ABSTAIN  voter has conflict of interest or other factor affecting vote",140.97484976630315
3,"Details
httpsgovuniswaporgtretroactiveairdropexcludesproxycontractusersegdharmamatchaetc1222

httpsgovuniswaporgtapplicationforretroactiveproxycontractairdropforprojectsapps3221",41.09077040427156
4,httpstwittercomChrisBlecstatus1398655730979377155 Chris Blec has stated that he will leave the DeFi community for 50M Lets get this done ,32.622157935180574
5," Summary

To date Uniswap has four deployments Ethereum Abritrum Optimism and Polygon In addition to these deployments there are proposals to deploy Uniswap on Harmony Celo and more chains expected soon The protocol should continue to deploy to new markets but as the protocol continues to grow it is vital the protocol learns to manage each of the deployments With each new chain there is new infrastructure that needs to be adapted to so that UNI on Ethereum can govern all of these deployments

GFX Labs has been researching the various deployments and has prepared the first Uniswap crosschain proposal to demonstrate how mainnet UNI can manage deployments on other chains

Polygon has a messaging mechanism between Ethereum and Polygon called the FxPortalhttpsdocspolygontechnologydocsdevelopl1l2communicationfxportal The portal functions via three contracts FxRoot State Sender  FxChild Messages can be sent from Ethereum to Polygon by calling the sendMessageToChildaddress bytes at the FxRoot contract on Ethereum which calls the State Sender contract The validatorshttpsdocspolygontechnologydocsvalidatepolygonbasicswhoisvalidator monitor the State Sender contract and relay messages to the FxChild on Polygon Upon successful relay to the FxChild the message is executed on Polygon by the validators

The owner of the Uniswap v3 contracts on Polygon is the Ethereum Proxy contracthttpspolygonscancomaddress0x8a1b966ac46f42275860f905dbc75efbfdc12374code The proxy contract will only process transactions that originate from the Timelock contracthttpsetherscanioaddress0x1a9c8182c09f50c8318d769245bea52c32be35bccode on Ethereum and are delivered by the FxChildhttpspolygonscancomaddress0x8397259c983751daf40400790063935a11afa28a Every governance proposal targeting a change on Polygon should set the FxRoothttpsetherscanioaddress0xfe5e5d361b2ad62c541bab87c45a0b9b018389a2code on Ethereum as the target and send the message parameter change via the contract The message passed through the FxRoot must contain the targets contract on Polygon the functions to call the call datas similar to the proposal system

For the pilot of crosschain governance we are implementing the 1 basis point1 tick fee tier on Polygon The 1bp pools on Ethereum have been incredibly successful and increased Uniswaps market share significantly since GFX Labs successful proposal in November 2021

624x281httpslh5googleusercontentcomnkHPNakEVdPkIr3P7Tya8wvZMBftJryqVfsnwKaSp5mowgmcCq_aYEPkvKdIW8I20tPa6clkSUrCA78yTtebtf6iYfsgqHYt9x1Fg4lZaRhCgkvO2rbszg2wB1aJsWcIxLgHbLUhttpsdunexyzqueries150801

Because governance has already approved it on Ethereum the content of this proposal should not be controversial and puts the focus on the research and implementation

 Proposal

GFX Labs has already tested the governance proposal on Goerli  Mumbai

To build the proposalUniswap Governor Alphahttpsgoerlietherscanioaddress0x5e4be8bc9637f0eaa1a755019e06a68ce081d58fwriteContract propose

1 Targets FxRoot Contracthttpsgoerlietherscanioaddress0x3d1d3e34f7fb6d26245e6640e1c50710efff15bawriteContract
2 Values 0
3 Signatures 
4 Call data Call data to be processed by the FxRoot The data is from the sendMessageToChild_receiver address _data bytes


    _receiver address is the EthereumProxy contracthttpsmumbaipolygonscancomaddress0x8a1b966ac46f42275860f905dbc75efbfdc12374code which is the owner of the Uniswap Factory contract on Polyonhttpsmumbaipolygonscancomaddress0x1f98431c8ad98523631ae4a59f267346ea31f984
    _data bytes is an encoded message where the abi is address targets bytes datas uint256 values

      1 Targets Uniswap Factory contract on Polygonhttpsmumbaipolygonscancomaddress0x1f98431c8ad98523631ae4a59f267346ea31f984
      2 Datas Uniswap Factory contractenableFeeAmount1001
      3 Values 0


5 Description 1bp polygon test

 Successful test

1 Proposalhttpsgoerlietherscaniotx0xa201faffc23069f80dca9c8956eec9a8091b896454468b9c3ea9b44dbd436370eventlog
2 Votehttpsgoerlietherscaniotx0x4e53072c73ddd09000304235bb8201b7ed7e866c7d7e5b2fa8c4c95ad4ac09dfeventlog
3 Queuehttpsgoerlietherscaniotx0xa24ec65a9f333566b27d23bf962a9de55026e5a131940461a2a9a668ce90a062eventlog
4 Execute Mainnethttpsgoerlietherscaniotx0x2bd39e01e411bcea42c9f439f9b6671bfe15fecf73961e564828f5979d722c92eventlog
5 Executed Polyonhttpsmumbaipolygonscancomtx0xa822e4df25425aa30dc061b80eb9728ca09e23f254c983ce3e127a0a44e0b7aeeventlog

Temperature Check SnapshothttpssnapshotorguniswapproposalQmWhemJom3RZdH91rBPmjvAFZEr9HdFRSFVNtAae6kgbyE 31820223212022
Consensus Check Snapshot 32120223262022

Governance Proposal ETA 3282022",19.292604501607723
6,"Authors Noodleshttpstwittercomcrypto_noodles  Cremahttpstwittercom0xCrema  Vertexhttpstwittercom0xVertex 

Related Discussion Our proposal is similar to Voltz Additional Use Granthttpsgovuniswaporgtshoulduniswapprovidevoltzwithv3additionalusegrant15669

 What is Rage Trade

Rage Tradehttpsragetrade is a new perpetual swap  protocol built using Uniswap v3 Many onchain perpetuals currently use Uniswap v2 style vAMMs However traders and LPs benefit from v3s concentrated liquidity so we opted to build on v3 to design the most capital efficient perp

 Why do we need an additional use grant

Our proposal is most similar to the proposal by Voltz Protocol Unlike Voltz we have not forked UNI v3s code but instead we have built on top of it Think of Uniswap as our matching engine and on top we have built a risk engine to enable leverage trading We have wrapped the following on top of Uniswaps core leverage trading leverage LPing crossmargin liquidations and real time funding rates 

 What changes have we made that require additional use

We have built libraries to enable leverage trading leverage LPing and realtime funding rates Each of the libraries below makes use of Uniswaps BUSL protect code that we require an additional grants use for

 SimulateSwaphttpsgithubcomRageTradecoreblobea881f6204f1bf7f065bd9a4b11ee792592c7230contractslibrariesSimulateSwapsol This library is used to simulate a swap on Rage It makes use of Uniswaps TickBitMap and SwapMath libraries
 TickBitmapExtendedhttpsgithubcomRageTradecoreblobea881f6204f1bf7f065bd9a4b11ee792592c7230contractslibrariesTickBitmapExtendedsol This library is a slightly modified version of Uniswaps TickBitmap required in SimulateSwap for using tick data from UniswapV3Pool contract
 TickExtendedhttpsgithubcomRageTradecoreblobea881f6204f1bf7f065bd9a4b11ee792592c7230contractslibrariesTickExtendedsol This library is used to enable realtime funding payments on Rage Trade They borrow from Tick libraries of Uniswap v3
 LiquidityPositionhttpsgithubcomRageTradecoreblobea881f6204f1bf7f065bd9a4b11ee792592c7230contractslibrariesLiquidityPositionsolL5 This library enables leverage liquidity providing and the accompanying margin logic It utilises the Uniswap SqrtPriceMath library to do so


  How will approving this proposal benefit Uniswap

1 Onchain Perps bring new liquidity to UNI v3 Since we are strictly built on top of UNI v3 not a fork all additional TVL  trading volume is strictly additive to UNI v3

2 Rage Trade will spend significant RD resources on designing efficient v3 LP strategie Rage has already designed a new LP strategy known as the 8020 strategy that composes with Curves tricrypto

3 Liquid  composable onchain perpetuals enable a whole new world of Uniswap spot strategies Using perps Uniswap v3 users can mitigate impermanent loss on Uni v3 via delta hedging Additionally multicollateral perps open new avenues and payoffs that are currently not possible on the spot market 

 Conclusion

Rage Trade stands to benefit Uniswap in many ways and strictly adds to Uniswaps value as a protocol We look forward to discussing our proposal with the Uniswap community and answering questions in the comments below",32.40418118466898
7,"Summary

Despite being one of the most prominent DeFi protocols Uniswaps outstanding voting power does not necessarily translate into active governance participation In fact many top delegates with considerable voting power have less than 50 vote participation rate and some even as low as 10 or 0 While there have been previous campaigns httpsxcomUniswapFNDstatus1653077861706739714s20 to encourage delegation by large UNI holders we have seen that further delegate accountability is needed as many of those who received large delegations barely participated if at all

In healthy governance environments proactive delegates wield significant voting power ensuring malicious votes are prevented and quorum requirements are met

Therefore this proposal requests the Uniswap Foundation delegate 25 million UNI to each of 4 active yet underrepresented delegates selected based on the criteria outlined below To ensure further accountability each delegate must maintain a 80 participation rate at a minimum as explained further in Participation Requirements or is subject to undelegation via the Franchiser contract explained below In addition there will 1 year term so the community can revisit for improvements and lessons learned And if a received delegate is removed without fulling this 1 year term the role wont be filled

Landscape of Uniswap Governance

 
oNYYQMgNGHRlaxnoeC6VVBND0XRMSRpueXBADRmEI8Eq_svOnsB_obnaq_nOFAmrGnkdiI_Bhpwhga4S83MMgt26_fH5ScqTnVQ_JB9BGwXqUIekCzryeJ4RG328WQH4fRg4d0eCSt9SlV4thMpngipfsbafkreicqynzecdhtiujk5mughkxt4xdeynnt6tpsu3pesicvifonl3u7ta
    

Source Butter

Despite numerous improvements to Uniswaps governance there are still several areas that require further improvement One prominent area is governance participation which has witnessed a downward trend compared to late 2022 and early 2023

Another issue is many large delegates are now inactive and the delegators who entrusted them with delegation are either unaware about this inactivity or simply do not care For example there is currently several delegates with more than 25 million UNI delegated who never even voted onchain according to Tally see the screenshot below



 
sTxtSbfaW6p7A1b6vodiT45AOHDhj2abAW651ZSxRmbcKs7Y8kGGnTAg52F8juRAJ4EnoGvtXJLIdb01_gXqL5M2w9Rp102ig2868Kg62LV4z_mG7mmOjHfxca8JfBCNPpucTcPzp3K8_fQCS0IfeW0pngipfsbafkreieiyekbotylhut5ehwadzngzqmfte4255swm33fifjuz3shvrjnfe
    

Source Tally

Therefore further distributing governance power to active but underrepresented delegates is a positive step forward ensuring governance is more active resilient and robust

Participation Requirements

 Must have voted on 80 or more of proposals minus the proposals that were canceled over the last 3 months as of the date when this proposal is passed on Snapshot This includes both Snapshot and Onchain proposals such as Tally or Agora
 Must have actively participated in proposal voting for more than 3 months and have a Delegate Platform on Uniswap Forum under Delegation Pitch

Application Criteria

 Meets the above Participation Requirements
 Voting Power is less than 25 million UNI as of the date when this proposal is passed on Snapshot

Next Steps

 Should this proposal pass on Snapshot a 5day period will begin where delegates that meet the above criterias are encouraged to post their application to be considered for delegation In cases where there are more than Four qualified applicants there will be an additional Snapshot vote to determine the top Four Once Four or fewer applicants are selected in case there are not enough delegates that meet the criteria it will proceed to an onchain vote

Other Clarification

The term will be 1 year from when 25 M UNI is delegated

Should the onchain vote be approved but there are three or fewer qualified applicants because there are not enough qualified applicants there WONT be a subsequent application period and Snapshot vote after the initial vote to fill the remaining available recipients

Should the onchain vote be approved and there are qualified applicants but one or more of them are disqualified in the future due to their low vote participation there will NOT be a new application and snapshot vote to give the opportunity to another delegate

As mentioned by in a previous proposal httpsgovuniswaporgtrfconboardingekuboincasacoredeveloperofuniswapprotocol2208520 seeking UNI delegation there will be deployment of at max four new Franchiser httpsgithubcomNoahZinsmeisterfranchiserblobmainspecmd contracts each one funded with 25M UNI 10M UNI total The owner of these Franchiser instances would be the Timelock while the at max four delegates chosen through the voting process outlined above can act as the delegatees",25.276073619631905
8,"This proposal is a continuation of the topic from VIP51 Previously several VRT Swap  XVS Vesting architecture designs were proposed that differed from the original design summarized in the Venus Tokenomics 2 published in August of 2021 One of these alternative designs referred to as fixed speed vesting proposed a vesting schedule that would have allowed all XVS to vest very quickly if VRT was separated into a multitude of accounts and deposited separately This potential workaround required a countermeasure in the form of a global daily limit on all deposits Many in the community pointed out concerns regarding this daily limit from a technical and user experience perspective

We considered feedback regarding the daily limit and how this unfairly allows those with bots to consume the daily quota before everyone else each day There is no technically feasible way to prevent this issue with the fixed speed model so we are proposing deployment of the original swap  vesting design

Check out the full details of the proposal here httpscommunityvenusiotvip52vrtswapxvsvesting2378

The Vote will consist of these three different options

FOR Going with the proposed approach Original Tokenomics Proposal
AGAINST Looking for other options
ABSTAIN I dont mind which option is chosen
Note this proposal will not cause any onchain action",46.62576687116565
9,"In anticipation of the forthcoming V4 tokenomics that has received positive community feedback and with the aim of seeking the greatest impact for protocol revenue allocation we propose suspending the scheduled Q2 burn Instead those funds would be reallocated towards the newly anticipated tokenomics v4

This would not affect the already planned Buyback funds allocated for Q2

Burn funds allocated for Q2 would instead be allocated to bring available supplemental funding to the community under tokenomics V4 which also proposes to reduce the total supply of XVS by 10 million",65.11627906976743
